Position_Id,Instrument_Type,Instrument_Name,Asset_Class,Currency,Notional,Market_Value,Delta,Volatility,Gamma,Vega,Theta,Rho
MSFT-607,Equity,MSFT,Equity,USD,14734916,5897874.994,1.0741667561080133,0.4254805781741964,-0.000751137,0.2141689646445558,-0.010571309,0.007645583
WTI Crude Oil-630,Commodity Future,WTI Crude Oil,Commodity,USD,47307456,2581151.9711926747,-0.338179145,0.3910847621484347,0.002064285,-0.169619394,-0.01770282,0.007895891
Gold-614,Commodity Future,Gold,Commodity,USD,37533411,401251.50369226746,-0.000611359,0.594353784,-0.000124477,-0.092118157,-0.020503291,-0.007699495
EUR/USD-619,FX Forward,EUR/USD,FX,USD,32280410,9412416.913736913,0.9097725725442123,0.083367477,1.1215463907543714e-05,0.064394884,-0.003998651,0.012127287666365396
AAPL Call Option-636,Equity Option,AAPL Call Option,Equity,USD,5447519,3912456.0571649503,0.36677856,0.090940293,-0.001974634,-0.47506799,-0.238411675,-0.01111256
EUR/USD Call Option-599,FX Option,EUR/USD Call Option,FX,USD,11947006,8894602.566520605,-0.161919717,0.35837538953324627,-0.001716126,2.9664979622327627,-0.178253343,0.19324413521161343
AAPL Call Option-637,Equity Option,AAPL Call Option,Equity,USD,1303307,-3668984.01,-1.378946169,0.24726553789227496,-0.006715763,-2.272506816,-0.140863514,-0.018185734
Gold-615,Commodity Future,Gold,Commodity,USD,27079567,-3324504.155,1.4571088589683114,0.10318363256088076,-0.000317939,-0.042540038,-0.001094491,-0.005739702
EUR/USD-620,FX Forward,EUR/USD,FX,USD,40050551,7094491.882368714,0.14509582484836756,0.2185468928510348,2.261722624439312e-05,0.25233783836294155,0.004227128,-0.013580447
AAPL Call Option-638,Equity Option,AAPL Call Option,Equity,USD,33343312,-7002901.588,0.20957692411168605,0.4208949680742042,-0.012630766,2.692034343947918,-0.18882475,-0.007878517
AAPL Call Option-639,Equity Option,AAPL Call Option,Equity,USD,27213012,8918557.225921515,-0.48572719,0.5343382300276466,-0.028611883,0.9015301671576804,-0.057815017,0.005436837
AAPL Call Option-640,Equity Option,AAPL Call Option,Equity,USD,7826409,149487.09326815046,1.2538555051463234,0.1018784621611048,0.006090425,1.5821434443999611,0.078150855,0.050712678
Gold-616,Commodity Future,Gold,Commodity,USD,5411344,8528277.571673956,-0.013361741,0.34707978436625725,-0.000158558,-0.225787517,-0.009955811,0.018890241739798492
EUR/USD Call Option-600,FX Option,EUR/USD Call Option,FX,USD,31549713,-3264144.225,0.21497320935061925,0.21286356063803202,0.004261002,-0.399054298,-0.051931973,-0.088931173
Bund 10Y-631,Bond,Bund 10Y,Rates,EUR,35595361,4319178.083,-1.141649943,0.41702938981159343,0.000689338,-0.096228682,0.003743077,-0.114830019
MSFT-608,Equity,MSFT,Equity,USD,8185898,-342497.5605,-0.368909077,0.3521983219516287,0.003141697,-0.126723763,-0.027208075,-0.001104041
Gold-617,Commodity Future,Gold,Commodity,USD,39643952,2536072.604909461,0.025153114,0.5596910533121986,-0.000728597,0.062326383472764646,-0.006315842,0.01151126
EUR/USD-621,FX Forward,EUR/USD,FX,USD,5380619,87449.86278304458,0.5606248745931934,0.070726138,6.987270874893641e-05,0.089171136,0.004499117,0.049004284201540314
WTI Crude Oil-631,Commodity Future,WTI Crude Oil,Commodity,USD,46103137,9342312.347,0.7592750278247921,0.3085205012170777,5.579313700750073e-05,-0.298477631,-0.020430267,-0.053323877
Bund 10Y-632,Bond,Bund 10Y,Rates,EUR,43231077,3842107.9562783446,-0.073409988,0.15601775544288993,-9.94E-05,0.041160530454622875,0.000439049,-0.365338816
Bund 10Y-633,Bond,Bund 10Y,Rates,EUR,46364132,-4973620.627,0.6503621892576708,0.34522993976533506,0.00011603,0.017772181926394705,0.001624224,0.063311208
WTI Crude Oil-632,Commodity Future,WTI Crude Oil,Commodity,USD,33510131,8193538.438,-0.054749539,0.5194686392367637,-0.000731406,0.044673085,-0.016478239,0.002218281
AAPL-661,Equity,AAPL,Equity,USD,45744884,-4119405.237,-0.101576881,0.5512240902823322,-0.00178882,-0.488739374,-0.00472277,-0.007604613
USD/JPY-618,FX Forward,USD/JPY,FX,USD,40538216,-2567898.014,0.067383408,0.26902741476946096,2.9680094260129653e-05,0.004006331,-0.007250626,0.028750906
MSFT-609,Equity,MSFT,Equity,USD,31483003,-7957526.04,-1.598819429,0.4964792877962041,0.000830043,-0.366538332,0.003182348,0.011586074390824397
MSFT-610,Equity,MSFT,Equity,USD,5270428,7999330.395923816,-2.138514523,0.20427944109902796,0.000690344,0.080973059,-0.009413329,0.001079233
AAPL-662,Equity,AAPL,Equity,USD,46210582,-4277759.535,1.8609966523547345,0.05346772,-1.17E-05,0.2647645715305706,-0.008592468,0.014138872023198802
USD/JPY-619,FX Forward,USD/JPY,FX,USD,16185063,-4821647.641,-2.010391167,0.5203814816376329,0.001087051,-0.025550635,-0.004992058,-0.005635894
MSFT-611,Equity,MSFT,Equity,USD,41088894,8405251.959899079,-0.562805372,0.11567673332363804,-0.000197816,-0.299306265,0.000134474,-0.008252656
EUR/USD-622,FX Forward,EUR/USD,FX,USD,3997619,6110537.248100666,0.7344874829066285,0.059686117849621655,-3.99E-05,-0.000606836,-0.008064432,0.028541116384707514
TSLA-639,Equity,TSLA,Equity,USD,44590522,-7178421.57,-0.629872438,0.2445887148523717,0.000976492,-0.06336373,-0.009821897,-0.012230005
TSLA-640,Equity,TSLA,Equity,USD,46877589,5386490.078073613,1.1325680915522514,0.2586589942937266,-0.000990968,0.25122062829015496,0.003007892,-0.010977095
MSFT-612,Equity,MSFT,Equity,USD,4836340,8260661.961075816,-1.913175709,0.092471094,0.000273856,0.074300043,-0.003787189,-0.009704365
US 10Y Treasury-662,Bond,US 10Y Treasury,Rates,USD,31121628,-8429775.636,0.092889765,0.497800456,0.000399959,0.075934024,-0.002404703,-0.209222373
MSFT-613,Equity,MSFT,Equity,USD,47974971,6504299.8980914615,0.6329282848330284,0.27307600161458334,-0.000610234,-0.708902674,-0.025911062,-0.026297119
WTI Crude Oil-633,Commodity Future,WTI Crude Oil,Commodity,USD,43311205,948401.0374611188,2.1822020056540934,0.31945798757327687,-0.000519398,-0.072637132,-0.005281147,-0.011783731
WTI Crude Oil-634,Commodity Future,WTI Crude Oil,Commodity,USD,22316450,3383948.9875760134,1.477564641416778,0.19554389737405742,8.018519399663074e-05,-0.120825757,-0.005755148,-0.00988766
USD/JPY-620,FX Forward,USD/JPY,FX,USD,14485092,-142913.2219,-0.836992946,0.3313287137906287,0.00038381,-0.030414296,-0.002062946,-0.015804414
AAPL Call Option-641,Equity Option,AAPL Call Option,Equity,USD,23884392,3956061.6981055737,0.6983122664405429,0.4717022648395334,-0.009397271,-4.059287765,-0.012922531,0.035330527
Bund 10Y-634,Bond,Bund 10Y,Rates,EUR,39169702,-9318042.767,0.17660616589690076,0.5484004935252842,-0.000174911,0.042291807,-0.001021066,0.15148750905099895
EUR/USD-623,FX Forward,EUR/USD,FX,USD,15021915,5254134.464465674,-1.422075753,0.58379128,-0.001701741,-0.066281468,0.000138054,0.011081015634611821
AAPL-663,Equity,AAPL,Equity,USD,40005283,-9333126.043,-0.495103016,0.28469815853075015,0.0004692,-0.382734055,-0.049092253,-0.025100778
EUR/USD Call Option-601,FX Option,EUR/USD Call Option,FX,USD,12322182,-894003.0451,0.8410469024709188,0.5945186223226525,0.023966015,0.14047270854651572,-0.234099308,0.011952856069339192
MSFT-614,Equity,MSFT,Equity,USD,28835108,-6980700.137,-0.282837549,0.2122256414474747,0.000978624,0.23411173362744545,-0.000191608,-0.001252132
AAPL Call Option-642,Equity Option,AAPL Call Option,Equity,USD,41390766,6471485.547026144,-0.751944429,0.053836764406783075,-9.71E-05,0.09613495,0.018285848,0.036069131
AAPL Call Option-643,Equity Option,AAPL Call Option,Equity,USD,29682271,-3726781.816,-0.49397389,0.47218937414369905,0.014029583482776243,0.3739509366865849,-0.132386638,0.12200173087827693
EUR/USD-624,FX Forward,EUR/USD,FX,USD,19760769,-918129.1079,-1.49735184,0.14813960669765924,0.000454883,-0.068112614,-0.010083337,5.4299659491542244e-05
AAPL-664,Equity,AAPL,Equity,USD,28164268,-1424985.174,-1.561611514,0.078850161,0.000334362,0.4691504843824501,-0.015014867,-0.001713991
WTI Crude Oil-635,Commodity Future,WTI Crude Oil,Commodity,USD,38249359,5450039.313694131,0.3550718738245147,0.5582049074287343,0.000430274,-0.343262693,-0.034531615,-0.010335855
Gold-618,Commodity Future,Gold,Commodity,USD,20047879,-377112.8041,0.44385671464149945,0.48549595677334273,0.000212511,0.073262889,-0.02147725,0.006392539
EUR/USD-625,FX Forward,EUR/USD,FX,USD,8522719,5779166.7002069205,1.2199981754848854,0.10646564084604096,0.000126902,-0.089958226,-0.004797756,0.027679879
AAPL Call Option-644,Equity Option,AAPL Call Option,Equity,USD,44983174,-8529834.464,-1.234285609,0.4773005838113832,0.010941574935460848,-0.931264131,-0.352655033,-0.030433282
TSLA-641,Equity,TSLA,Equity,USD,10792529,-6168120.642,-1.128455826,0.5141998335848479,-0.000279198,0.4223345828481415,-0.012476982,0.001544487
MSFT-615,Equity,MSFT,Equity,USD,4776637,1030684.9929272141,0.39234324,0.547915916,0.002942778,-0.048901384,0.008713275,0.001926408
USD/JPY-621,FX Forward,USD/JPY,FX,USD,35194037,8941766.495053899,0.14139011242229288,0.34903173710649793,6.395970368306504e-05,0.11678550425934142,0.004918139,0.025067489
TSLA-642,Equity,TSLA,Equity,USD,19192376,-8504843.066,-0.202897917,0.43687663879045274,0.001791258,-0.215709613,0.030919571551164496,-0.002704872
AAPL Call Option-645,Equity Option,AAPL Call Option,Equity,USD,41857851,-9138315.677,-0.966860661,0.46923160342855597,-0.006326767,0.05664134,-0.090637579,0.065963232
Bund 10Y-635,Bond,Bund 10Y,Rates,EUR,7459315,-6868986.501,-0.205832486,0.4287514143358587,0.000567539,0.051012068,-0.001313535,-0.29675039
EUR/USD Call Option-602,FX Option,EUR/USD Call Option,FX,USD,8292934,2823062.5772031303,-1.145004806,0.40575849116807644,0.006055819,-1.886284131,-0.02565903,-0.130665557
US 10Y Treasury-663,Bond,US 10Y Treasury,Rates,USD,34934370,-2020141.667,0.884804322,0.35115758902783595,-0.000142934,-0.084712272,-0.002789996,-0.375337438
AAPL-665,Equity,AAPL,Equity,USD,34265636,6511047.588353725,0.6515174513322781,0.31355749980756314,-0.000861487,0.027960086196253328,-0.018103738,-0.004605085
WTI Crude Oil-636,Commodity Future,WTI Crude Oil,Commodity,USD,5422432,-8561336.97,-1.01326589,0.5978687607606568,0.003350574,-0.073214254,-0.025053961,-0.023671446
MSFT-616,Equity,MSFT,Equity,USD,34693166,-6071718.264,1.1780857019695425,0.235658429,0.000733977,0.3347876790518078,0.007939984,-0.013894407
USD/JPY-622,FX Forward,USD/JPY,FX,USD,29498361,-3999471.891,-1.27328662,0.098547824,0.000221899,0.010778000656966255,-0.005557654,0.00927738
Gold-619,Commodity Future,Gold,Commodity,USD,26273816,2534601.733775705,0.5235217156945811,0.47077033075199515,-0.000396302,-0.510755931,-0.030939571,-0.017976094
WTI Crude Oil-637,Commodity Future,WTI Crude Oil,Commodity,USD,10187912,3703453.806030946,0.11036570714635942,0.16760340782822178,-1.55E-05,-0.059809116,-0.00501752,-0.008258882
MSFT-617,Equity,MSFT,Equity,USD,29633934,-7515934.121,-0.445575032,0.34298134779028805,-0.000409423,-0.634952071,-0.040030274,0.0063706
Gold-620,Commodity Future,Gold,Commodity,USD,44928129,8876094.18,1.2762774165199382,0.10269083413031388,0.000166989,-0.066284026,-0.021151293,-0.006325479
USD/JPY-623,FX Forward,USD/JPY,FX,USD,44014483,-3179117.296,-2.021557795,0.3906061234492348,-3.23E-05,-0.162592559,0.003024846,0.003563758
AAPL Call Option-646,Equity Option,AAPL Call Option,Equity,USD,49300708,4263375.260005662,-0.30715209,0.5692040721467723,0.012789360150593397,-0.188124122,-0.116068148,-0.037586359
US 10Y Treasury-664,Bond,US 10Y Treasury,Rates,USD,44445950,484154.37895397656,-0.229166326,0.4474875919338267,-0.000388947,-0.054589904,-0.003868886,0.39568093068480065
TSLA-643,Equity,TSLA,Equity,USD,45189778,-5544837.729,-1.824566791,0.16799412802463742,0.001925071,0.2104859042791455,0.010960685,0.010245205519003897
TSLA-644,Equity,TSLA,Equity,USD,25510124,6924566.462308221,-1.553387352,0.5841259249088734,-0.002788442,0.17157043728412216,-0.022009936,-0.002187312
AAPL Call Option-647,Equity Option,AAPL Call Option,Equity,USD,28916554,6364760.563838599,0.046393972,0.2188978120635015,0.049388144,-0.868286876,0.037660769101972885,0.023439214
WTI Crude Oil-638,Commodity Future,WTI Crude Oil,Commodity,USD,24872096,-2078562.922,0.18915238732115836,0.2901382425702449,0.000434677,-0.008803837,0.008658097,-0.037590115
EUR/USD Call Option-603,FX Option,EUR/USD Call Option,FX,USD,4445237,1772151.713877108,-0.840068141,0.3239643612050404,0.023832286,1.1937520289637031,-0.281050599,0.20164340971970698
AAPL Call Option-648,Equity Option,AAPL Call Option,Equity,USD,37217501,-4843486.081,0.3873884815843933,0.594895309,0.005613117,-2.626626034,-0.239342656,-0.058080132
AAPL Call Option-649,Equity Option,AAPL Call Option,Equity,USD,47016814,3797032.575,0.31637709572090983,0.08789027,0.005517551,-1.706721371,0.049417182073803745,-0.088944869
MSFT-618,Equity,MSFT,Equity,USD,25930553,-3819463.748,0.6977758793998127,0.4332005619395634,0.00124398,0.6381620289153266,0.012152199056399094,-0.01207776
EUR/USD Call Option-604,FX Option,EUR/USD Call Option,FX,USD,16684465,6881574.687644698,-0.240782467,0.24906198163100468,-0.011441675,-1.911859173,-0.379493453,-0.077801869
MSFT-619,Equity,MSFT,Equity,USD,32550184,-5652297.914,-0.153773896,0.093078926,-0.000340437,-0.276390917,0.009651048,-0.008990933
USD/JPY-624,FX Forward,USD/JPY,FX,USD,9612840,-9703931.544,0.6462233142044465,0.564267412,-0.001110694,-0.279535053,-0.013445553,0.018529693023858557
US 10Y Treasury-665,Bond,US 10Y Treasury,Rates,USD,43832735,-4629839.161,-0.365291737,0.37442207552868584,0.000381518,-0.040082822,0.003706613,0.035191864
MSFT-620,Equity,MSFT,Equity,USD,36975370,-6178950.271,-0.879459127,0.4644349041738266,-6.95E-05,0.3744475357057055,-0.010321541,-0.008923378
USD/JPY-625,FX Forward,USD/JPY,FX,USD,16013132,165728.79449848458,-1.49463983,0.1822119895642038,4.371687932179184e-05,0.20215096473195462,-0.006008269,-0.018658665
Bund 10Y-636,Bond,Bund 10Y,Rates,EUR,11571353,-5925934.167,0.2688420692437372,0.4688475074461829,0.000144285,0.051912274,-0.002507563,-0.032327271
AAPL Call Option-650,Equity Option,AAPL Call Option,Equity,USD,40223521,5263797.414389895,0.9566927484310123,0.5056614920127691,0.001738959,1.5351683518345984,-0.073482383,-0.014824777
AAPL Call Option-651,Equity Option,AAPL Call Option,Equity,USD,35811373,-5172587.24,-1.484620688,0.28695616846796196,0.001758559,-0.655042167,-0.349755214,0.008419224
WTI Crude Oil-639,Commodity Future,WTI Crude Oil,Commodity,USD,3839941,4139363.598253114,-0.30693508,0.3645760600113809,-0.000677282,0.230630541,0.010976360334039365,-0.016454239
Bund 10Y-637,Bond,Bund 10Y,Rates,EUR,41306311,1569418.4602744803,0.41360810360219546,0.584529894,-0.000492307,-0.012754131,-0.000914575,-0.372324911
WTI Crude Oil-640,Commodity Future,WTI Crude Oil,Commodity,USD,10017886,9724997.129437689,1.4475619393891777,0.5157013029392673,0.000869193,0.12749552965299332,0.013065041297474376,-0.002187174
Gold-621,Commodity Future,Gold,Commodity,USD,16722607,9998019.540184632,0.26316552742364846,0.2946675335874903,0.000372908,-0.152298153,-0.030872744,-0.040704513
USD/JPY-626,FX Forward,USD/JPY,FX,USD,48061726,7390521.666346598,-0.947346769,0.41551562231571515,0.00012491,-0.094596448,0.00261572,-0.039606999
USD/JPY-627,FX Forward,USD/JPY,FX,USD,41708052,5199667.385975022,0.8630952439370174,0.4813273122413821,0.00075755,0.19592746996399124,-0.006761948,0.011531629397937764
EUR/USD Call Option-605,FX Option,EUR/USD Call Option,FX,USD,23690236,-2270871.72,1.8387871070164843,0.063380851,0.001975693,-0.05377189,0.14792716029452327,-0.083820626
AAPL Call Option-652,Equity Option,AAPL Call Option,Equity,USD,8657770,5065534.542626072,0.3365038777268192,0.3736012926438987,0.010442193906100116,0.7645077001100797,0.088422345,-0.039809407
EUR/USD-626,FX Forward,EUR/USD,FX,USD,43644709,9133510.741589814,0.8956665171296522,0.5914907373769895,0.00170743,-0.00985679,-0.012430508,0.016086145
Gold-622,Commodity Future,Gold,Commodity,USD,49165485,-9532448.492,1.760751286755276,0.5709493574044822,-0.003175163,-0.245967226,-0.018678517,-0.036964906
USD/JPY-628,FX Forward,USD/JPY,FX,USD,45763297,758294.0039547756,-1.645787505,0.5078422171193444,0.00057548,0.2987242659298316,0.000629752,-0.020812868
MSFT-621,Equity,MSFT,Equity,USD,11581567,-5640033.912,0.8759918850225126,0.10841775122187691,-0.001119267,0.037204452,-0.018794976,-0.001216847
AAPL Call Option-653,Equity Option,AAPL Call Option,Equity,USD,7567870,1157526.3173770085,1.232868167372775,0.5967227988838835,0.028475253123382428,-0.939116603,-0.232609123,-0.033358969
WTI Crude Oil-641,Commodity Future,WTI Crude Oil,Commodity,USD,44730474,-671058.2048,1.0762946383776892,0.38524598422587203,0.001011942,0.24040421547746949,-0.032922263,0.021866369221018735
Bund 10Y-638,Bond,Bund 10Y,Rates,EUR,36127733,1515371.631045688,0.17656614582313138,0.17259953718621976,2.361261339821423e-06,0.047048805372591124,0.008077624,-0.058439295
WTI Crude Oil-642,Commodity Future,WTI Crude Oil,Commodity,USD,11245841,1019244.4283744842,-0.23008703,0.4208477792878741,0.000139764,0.1475822910162369,-0.00150434,-0.020629014
TSLA-645,Equity,TSLA,Equity,USD,10401598,9202140.783,-0.417298986,0.5210879591438247,0.002199883,-0.598600673,-0.024619266,-0.001666774
EUR/USD-627,FX Forward,EUR/USD,FX,USD,19767104,1043722.1786947213,-1.375663614,0.1117802684661997,-5.49E-05,0.043325288,-0.007359961,0.065870015
USD/JPY-629,FX Forward,USD/JPY,FX,USD,45431709,6924641.762497347,-0.439347604,0.5540409788091836,-9.37E-07,-0.030608346,0.004378991,0.017512089591073067
US 10Y Treasury-666,Bond,US 10Y Treasury,Rates,USD,30215712,-3603594.264,-0.618379273,0.5561123547804473,0.000523401,-0.035626779,-0.001245716,0.5470530544895585
AAPL-666,Equity,AAPL,Equity,USD,21412427,-1237986.224,0.026231352057869136,0.057405423427224815,-0.000610618,-0.09921558,0.007549777,-0.013634357
EUR/USD-628,FX Forward,EUR/USD,FX,USD,8036154,-591730.4791,-0.113559386,0.5451755169148668,0.000516484,0.043572151923262144,-0.008467464,0.047692089
EUR/USD Call Option-606,FX Option,EUR/USD Call Option,FX,USD,8462469,-4425439.133,-0.36223055,0.570749855,0.016245678565563578,0.6667836976649056,-0.02404051,-0.037217402
AAPL Call Option-654,Equity Option,AAPL Call Option,Equity,USD,48306874,-2404194.77,-0.226879637,0.070730488,0.003208789,-0.649221694,-0.044870618,-0.045405415
USD/JPY-630,FX Forward,USD/JPY,FX,USD,16796299,1970261.589335505,0.204288699,0.21179147792942787,0.000249217,0.020519587815382316,-0.006593863,0.025617080284186623
Bund 10Y-639,Bond,Bund 10Y,Rates,EUR,21713579,1603755.2660906482,-0.65286669,0.25520912874886953,-0.000366391,-0.06699029,-0.002259961,-0.491644275
USD/JPY-631,FX Forward,USD/JPY,FX,USD,31633122,2728706.891469611,0.8610649276864252,0.24188975963651455,0.000653121,-0.21559513,0.011744342251159185,0.011876536898988132
AAPL-667,Equity,AAPL,Equity,USD,10588349,-2963641.692,0.2833883453325287,0.46745178,-0.002100597,0.29439219509431136,-0.012232429,0.018371512806028265
EUR/USD Call Option-607,FX Option,EUR/USD Call Option,FX,USD,44527359,-3683370.097,0.5419741574756216,0.24695745257312685,-0.029511343,1.899132169323766,-0.231015581,0.079671078
Bund 10Y-640,Bond,Bund 10Y,Rates,EUR,24647542,2232357.6550832614,-0.125675186,0.5761183454421083,0.000180172,-0.035319611,0.001461081,0.42994283387426463
WTI Crude Oil-643,Commodity Future,WTI Crude Oil,Commodity,USD,16060257,-7342765.031,-0.084378254,0.5972459439176059,0.000287905,-0.142241961,-0.022427024,0.00094425
Bund 10Y-641,Bond,Bund 10Y,Rates,EUR,40000806,-4939369.129,0.1507101668466033,0.22425037888843563,9.258391423432871e-05,0.000661017,-0.001253987,-0.221883277
EUR/USD Call Option-608,FX Option,EUR/USD Call Option,FX,USD,8496319,-9157445.261,0.1776290125683494,0.32984041426357874,0.011885919,-0.35903983,0.20111359245035046,0.053075806
EUR/USD-629,FX Forward,EUR/USD,FX,USD,21393094,-8547782.948,-0.313676801,0.35673821216500406,0.001160338,-0.062750694,-0.002329427,0.023722704412007356
WTI Crude Oil-644,Commodity Future,WTI Crude Oil,Commodity,USD,2915839,-5132334.415,-0.201645206,0.3686715564818839,0.001160089,-0.165100071,-0.016661253,-0.029525399
USD/JPY-632,FX Forward,USD/JPY,FX,USD,47516234,-9609414.394,-0.470121569,0.2558149468074148,-0.000646441,-0.020031985,0.004224195,0.037151707
AAPL Call Option-655,Equity Option,AAPL Call Option,Equity,USD,850506,-5091788.158,-0.192063098,0.14129642607735632,0.004006582,0.8084918769778418,-0.315645242,-0.03402025
Gold-623,Commodity Future,Gold,Commodity,USD,36640621,3099526.4612405207,-0.603793773,0.080008298,0.00012889,-0.101010478,-0.038174784,0.020978175
AAPL Call Option-656,Equity Option,AAPL Call Option,Equity,USD,33134114,-8777858.431,-0.522982778,0.10849176610740768,-0.000103983,-0.125766789,-0.202577998,0.033809881041496834
USD/JPY-633,FX Forward,USD/JPY,FX,USD,4553293,-1265266.444,-1.006728411,0.5457101806766126,0.000164879,0.038663034,-0.003936191,0.014803943764700934
AAPL-668,Equity,AAPL,Equity,USD,7771711,8262175.738,1.4393654125448396,0.20420625364127887,-2.46E-05,0.022357555210346654,-0.009397407,-0.006745837
Gold-624,Commodity Future,Gold,Commodity,USD,23289987,5825696.578508019,-0.530746865,0.092252641,0.000230762,-0.127135207,-0.02439403,0.001936694
USD/JPY-634,FX Forward,USD/JPY,FX,USD,38802416,-3891249.954,0.019590021,0.392941335,-0.000590102,0.16352457352960578,-0.015879653,-0.015275853
US 10Y Treasury-667,Bond,US 10Y Treasury,Rates,USD,29764002,8496109.583832942,-0.498775251,0.091418933,-0.000203607,-0.034786727,-0.003522625,0.18028074112563153
EUR/USD-630,FX Forward,EUR/USD,FX,USD,49858456,-3407070.065,0.3053548227841176,0.088529117,-5.73E-06,-0.070003412,-0.003358023,-0.07701425
US 10Y Treasury-668,Bond,US 10Y Treasury,Rates,USD,15951892,-8549690.073,0.7771692856239102,0.3918637782291718,-0.000305655,0.016564072602374035,-0.004148064,-0.281744369
WTI Crude Oil-645,Commodity Future,WTI Crude Oil,Commodity,USD,1353159,9881119.135362271,-0.57942277,0.37526738430919176,-0.000245592,0.028791966,-0.020611532,-0.021692823
TSLA-646,Equity,TSLA,Equity,USD,7361969,7400450.543783434,0.26721647944915367,0.072812508,0.000284522,-0.029036918,-0.02826012,-0.004794772
USD/JPY-635,FX Forward,USD/JPY,FX,USD,32561634,-681344.334,0.060985234,0.3032628089403218,-0.000627341,-0.09254205,0.007115389,-0.010879317
MSFT-622,Equity,MSFT,Equity,USD,41935366,3327530.483848078,0.9513683593906717,0.28967256934831903,0.00022575,0.1547062191045434,-0.029497081,-0.020986833
MSFT-623,Equity,MSFT,Equity,USD,36694365,3424561.5571334027,0.044866198032466775,0.3506790213364052,-0.00180824,0.2827540774956699,-0.026961464,-0.023231928
Bund 10Y-642,Bond,Bund 10Y,Rates,EUR,30142249,-6110355.385,0.014230055609695008,0.45581459074023306,-0.000421433,0.1289746008367183,-0.001442403,-0.132982261
AAPL Call Option-657,Equity Option,AAPL Call Option,Equity,USD,33849939,-5999027.337,-0.079602484,0.20554002615920675,-0.005911392,-1.756888479,-0.004784325,-0.098209059
AAPL Call Option-658,Equity Option,AAPL Call Option,Equity,USD,41943501,-608385.933,-1.39867294,0.28802915597109563,-0.011899595,-0.920523711,-0.21618988,0.00024396
EUR/USD Call Option-609,FX Option,EUR/USD Call Option,FX,USD,42508758,8231462.802753959,0.864783852,0.4860084763985307,0.012052178007274792,2.3136092896875113,-0.152772269,0.17177700862253747
AAPL Call Option-659,Equity Option,AAPL Call Option,Equity,USD,32545411,-9800124.503,1.369429656098101,0.5574060147533128,-0.027531761,0.8162633402618689,0.047076543333165854,-0.063344006
US 10Y Treasury-669,Bond,US 10Y Treasury,Rates,USD,7405626,5650112.7189871855,-0.400365147,0.5402276351774329,-3.94E-05,0.015322380540818383,-0.002798594,-0.351691035
EUR/USD-631,FX Forward,EUR/USD,FX,USD,8440133,-8849464.326,1.1491376959161976,0.3126970236517229,-5.94E-05,0.16114136700308385,-0.004007362,-0.03165138
USD/JPY-636,FX Forward,USD/JPY,FX,USD,39999093,-435557.7023,0.1693203580866843,0.336476188,-0.000176374,0.20126115839191214,-0.011576351,0.014139742439468446
AAPL-669,Equity,AAPL,Equity,USD,22442050,2757456.6614695285,1.533469124005278,0.34100799318368763,0.001362898,0.011758431215839594,-0.008134474,0.014746929304943786
Bund 10Y-643,Bond,Bund 10Y,Rates,EUR,2572385,3735185.3416492958,-0.214879372,0.5277935633391165,0.000604473,0.000775118,-0.004643665,-0.329951964
WTI Crude Oil-646,Commodity Future,WTI Crude Oil,Commodity,USD,1737346,-8830414.728,0.5776050946264937,0.5119667288159004,0.001088002,-0.4098971,-0.026701941,0.027471827
Gold-625,Commodity Future,Gold,Commodity,USD,26645736,-1627927.652,1.4259162832640435,0.2213428906999398,0.000853926,0.14761969183579443,-0.009855815,-0.042201231
WTI Crude Oil-647,Commodity Future,WTI Crude Oil,Commodity,USD,9100050,1676745.2100464925,0.691936743,0.1395673291821194,4.16271572700391e-05,0.16977896256758354,-0.012182722,-0.012748489
USD/JPY-637,FX Forward,USD/JPY,FX,USD,37410514,-8679089.254,0.4419864813200093,0.25843600882065587,0.000647721,0.098288559,-0.001578689,0.012875353
TSLA-647,Equity,TSLA,Equity,USD,2415632,-7298108.868,0.13320278173168573,0.20862351078717062,0.000968975,-0.266123091,-0.02076243,0.00299149
AAPL Call Option-660,Equity Option,AAPL Call Option,Equity,USD,27878961,3272979.790080771,-0.320918565,0.5729293986482002,0.004715962,-3.557526819,-0.093902568,0.002235941
EUR/USD Call Option-610,FX Option,EUR/USD Call Option,FX,USD,10220874,432763.9318130333,0.25063120593420557,0.19625362369125837,0.012245894,0.983636522,-0.064591673,0.12862108944403478
Gold-626,Commodity Future,Gold,Commodity,USD,14140843,-6763426.775,-0.733695254,0.14966367494981453,-0.000339485,-0.143019184,-0.007314671,0.005044093
US 10Y Treasury-670,Bond,US 10Y Treasury,Rates,USD,46365858,704786.7382946685,1.0645408292268885,0.5447134844075685,-0.00048387,-0.036407748,0.003892855,0.4739892570726624
USD/JPY-638,FX Forward,USD/JPY,FX,USD,36570993,8253847.468888316,0.879499366,0.097563232,-0.0002192,0.19531135463968557,0.003501512,-0.016249605
TSLA-648,Equity,TSLA,Equity,USD,17572485,-9688248.304,0.059017082799548905,0.19314632828455308,0.000413823,-0.000477704,-0.010127619,0.011874871631513392
US 10Y Treasury-671,Bond,US 10Y Treasury,Rates,USD,45384320,2852675.469717093,-0.739486267,0.29151115670032357,-0.000337113,-0.016998484,-0.001629177,0.077800977
TSLA-649,Equity,TSLA,Equity,USD,16139813,-8526991.308,1.2195366068204105,0.3773090579878251,0.001722804,0.3525669363040204,0.010387391942687835,0.000695344
